         1497223 function calls (1446598 primitive calls) in 64.245 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       85    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1748(__getitem__)
     1719    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:516(__init__)
      922    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:833(spec_from_file_location)
      6/5    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_std_types_schema.py:322(__get_pydantic_core_schema__)
       22    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:231(multi_items)
     1687    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/typing.py:448(is_typeddict)
        2    0.002    0.001    0.002    0.001 {built-in method _ctypes.dlopen}
        6    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/llm_intent_manager.py:288(cleanup)
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:437(_prepare_url)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/abc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/llm_intent_manager.py:1(<module>)
      292    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_config.py:99(for_model)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/zoneinfo/_tzpath.py:1(<module>)
        4    0.002    0.001    0.002    0.001 {built-in method deinit}
     1134    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_fields.py:269(_is_finalvar_with_default_val)
    12/10    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_schema_generation_shared.py:97(generate_schema)
     1526    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_utils/_typing.py:34(is_union_type)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1653(_sequence_schema)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/hashlib.py:1(<module>)
        4    0.000    0.000    0.002    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/request.py:2687(getproxies)
      387    0.002    0.000    0.002    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/chat/chat_completion_message.py:1(<module>)
      150    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:514(_compile_info)
     1380    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_models.py:19(enforce_bytes)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/idna/__init__.py:1(<module>)
       66    0.002    0.000    0.002    0.000 {method 'write' of '_ssl._SSLSocket' objects}
     4101    0.002    0.000    0.002    0.000 {method 'popleft' of 'collections.deque' objects}
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_discriminated_union.py:37(apply_discriminators)
 1162/830    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1773(__hash__)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/datetime_parse.py:1(<module>)
      884    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
     1510    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:303(helper)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pvporcupine/__init__.py:1(<module>)
        5    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:577(opener)
        9    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:1110(set_cookie_header)
     7226    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
     1135    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_typing_extra.py:224(is_classvar)
        5    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:243(_mkstemp_inner)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/session_update_event.py:1(<module>)
      381    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:682(formatMessage)
      642    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_utils/_transform.py:126(_maybe_transform_key)
    19348    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/wakeword_manager.py:146(_handle_wake_word_detected)
       77    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:1277(dataclass)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_transports/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/text.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/functional_validators.py:1(<module>)
    59/18    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1452(__getitem__)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/_core/_sockets.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/_methods.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/parse.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/text_delta.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/src/services/haptic_service.py:1(<module>)
       27    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:3342(signature)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/uploads/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/realtime_client_event_param.py:1(<module>)
       27    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:3066(from_callable)
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_events.py:137(__init__)
      391    0.001    0.000    0.002    0.000 <frozen posixpath>:117(splitext)
      115    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1207(_generic_class_getitem)
        5    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/soundfile.py:577(__init__)
     1026    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/queue.py:275(_get)
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/audio_manager.py:217(add_producer)
    53/27    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2477(_signature_from_callable)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/chat/completions/__init__.py:1(<module>)
       67    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py:871(call_soon_threadsafe)
        2    0.000    0.000    0.002    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_client.py:239(_get_proxy_map)
        2    0.000    0.000    0.002    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_utils.py:30(get_environment_proxies)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/fractions.py:1(<module>)
       10    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/services/activity_service.py:104(_ensure_services)
     1399    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:1331(is_dataclass)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/batch_create_params.py:1(<module>)
     1744    0.002    0.000    0.002    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/_core/_streams.py:1(<module>)
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:961(close)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/abc/_sockets.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/distro/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/session_create_response.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/_npyio_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/errors.py:1(<module>)
       15    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_urls.py:327(copy_with)
     1543    0.002    0.000    0.002    0.000 {method 'remove' of 'collections.deque' objects}
        4    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/request.py:2664(getproxies_macosx_sysconf)
       94    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/request.py:1(<module>)
      384    0.002    0.000    0.002    0.000 {built-in method time.localtime}
     1538    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_utils/_typing.py:28(is_iterable_type)
     2652    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
      381    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:470(format)
        4    0.002    0.000    0.002    0.000 {built-in method _scproxy._get_proxies}
      823    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:351(_deduplicate)
     1377    0.002    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:1152(__new__)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/vector_store.py:1(<module>)
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_events.py:82(__init__)
     9224    0.001    0.000    0.002    0.000 {method 'update' of 'dict' objects}
      884    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:730(_validate_timestamp_pyc)
   490/11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_core_utils.py:448(collect_refs)
     1028    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/queue.py:271(_put)
     1538    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_utils/_typing.py:24(is_list_type)
        3    0.000    0.000    0.002    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/warnings.py:131(filterwarnings)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/__init__.py:1(<module>)
       11    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_client.py:156(close)
      884    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:697(_classify_pyc)
     2493    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:166(encoding)
     2865    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_model_construction.py:61(__setitem__)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/numerictypes.py:1(<module>)
       41    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_core_utils.py:114(collect_definitions)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/runs/code_interpreter_tool_call_delta.py:1(<module>)
       37    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/__init__.py:299(loads)
    10842    0.002    0.000    0.002    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/util.py:1(<module>)
       22    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_sync/connection_pool.py:270(_assign_requests_to_connections)
